category,search_term,matches_found,candidate_paths,evidence_type,usable_for_readiness,notes
DEM/static_elevation_alignment,elevation,22,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; docs/experiment_index.md; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/phase24_physical_consistency_deepening_findings.md; docs/phase24_physical_consistency_deepening_plan.md; docs/phase25_three_seed_target_wet_recall_synthesis_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase30_strong_physics_boundary_synthesis.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase40_failed_pilot_design_review_next_constraint_plan.md; docs/phase41_swe_data_readiness_audit_plan.md; docs/project_status.md,csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
DEM/static_elevation_alignment,static,77,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_findings.md; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; analysis/phase31_physics_input_recovery_readiness/static_map_location_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_train_test_consistency.csv; configs/ablation_non_negativity.json; configs/ablation_rainfall_only_debug.json; configs/ablation_rainfall_topography_continuity.json; configs/ablation_topography_only_debug.json; configs/ablation_wet_dry.json; configs/train_baseline.json; configs/train_baseline_20epoch.json; configs/train_baseline_5epoch.json; configs/train_baseline_debug.json; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json; configs/train_phase27_volume_response_seed42_40e.json,code_or_script; csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
DEM/static_elevation_alignment,topography,43,analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; configs/ablation_non_negativity.json; configs/ablation_rainfall_only_debug.json; configs/ablation_rainfall_topography_continuity.json; configs/ablation_topography_only_debug.json; configs/ablation_wet_dry.json; configs/train_baseline.json; configs/train_baseline_20epoch.json; configs/train_baseline_5epoch.json; configs/train_baseline_debug.json; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json; configs/train_phase27_volume_response_seed42_40e.json; configs/train_phase29_tolerance_band_volume_seed42_40e.json; configs/train_phase36_manhole_false_dry_guardrail_seed42_40e.json; configs/train_stage2b_phase1.json; configs/train_stage2b_phase1_20epoch.json; configs/train_stage2b_phase1_5epoch.json; configs/train_stage2b_phase1_debug.json; configs/train_stage2b_phase2.json; configs/train_stage2b_phase2_debug.json; configs/train_stage2b_phase3.json; docs/README_stage2a.md; docs/phase24_physical_consistency_deepening_plan.md; docs/phase26_strong_physics_constraint_feasibility_plan.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
DEM/static_elevation_alignment,terrain,4,docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/phase24_physical_consistency_deepening_plan.md; docs/phase26_strong_physics_constraint_feasibility_plan.md,documentation_or_report,no,"Documentation mentions are treated as context only, not aligned data evidence."
DEM/static_elevation_alignment,slope,2,docs/phase40_failed_pilot_design_review_next_constraint_plan.md; docs/phase41_swe_data_readiness_audit_plan.md,documentation_or_report,no,"Documentation mentions are treated as context only, not aligned data evidence."
valid_domain_and_boundary_masks,valid_domain,24,analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_phase.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_region.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_delta_phase29_vs_phase27.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; analysis/phase31_physics_input_recovery_readiness/static_map_location_summary.csv; configs/train_phase36_manhole_false_dry_guardrail_seed42_40e.json; docs/experiment_index.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase32_domain_boundary_aware_design.md; docs/phase32_domain_boundary_aware_physical_consistency_findings.md; docs/phase33_seed42_pilot_readiness_review_findings.md; docs/phase34_pilot_threshold_formalization_findings.md; docs/phase35_manhole_false_dry_guardrail_pilot_plan.md; docs/phase38_seed42_pilot_training_guardrail_evaluation_findings.md; docs/phase39_failed_pilot_tradeoff_diagnosis_findings.md; docs/phase39_failed_pilot_tradeoff_diagnosis_plan.md; docs/phase40_failed_pilot_design_review_next_constraint_plan.md; docs/phase41_swe_data_readiness_audit_plan.md,csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
valid_domain_and_boundary_masks,domain_mask,4,analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; configs/train_phase36_manhole_false_dry_guardrail_seed42_40e.json; docs/phase38_seed42_pilot_training_guardrail_evaluation_findings.md; docs/phase39_failed_pilot_tradeoff_diagnosis_findings.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
valid_domain_and_boundary_masks,boundary_mask,9,README.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; docs/experiment_index.md; docs/phase41_swe_data_readiness_audit_plan.md,csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
valid_domain_and_boundary_masks,boundary_ring,16,analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_region.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_delta_phase29_vs_phase27.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; docs/experiment_index.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase32_domain_boundary_aware_design.md; docs/phase32_domain_boundary_aware_physical_consistency_findings.md; docs/phase33_seed42_pilot_readiness_review_findings.md; docs/phase34_pilot_threshold_formalization_findings.md; docs/phase35_manhole_false_dry_guardrail_pilot_plan.md; docs/phase38_seed42_pilot_training_guardrail_evaluation_findings.md; docs/phase39_failed_pilot_tradeoff_diagnosis_findings.md; docs/phase39_failed_pilot_tradeoff_diagnosis_plan.md; docs/phase41_swe_data_readiness_audit_plan.md,csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
valid_domain_and_boundary_masks,interior_mask,1,analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json,json_or_config,candidate_only,"Documentation mentions are treated as context only, not aligned data evidence."
valid_domain_and_boundary_masks,mask,42,README.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_phase.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_region.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_delta_phase29_vs_phase27.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_findings.md; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_sample_location_mapping.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; configs/train_phase36_manhole_false_dry_guardrail_seed42_40e.json; docs/experiment_index.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase30_strong_physics_boundary_synthesis.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase32_domain_boundary_aware_design.md; docs/phase32_domain_boundary_aware_physical_consistency_findings.md; docs/phase32_domain_boundary_aware_physical_consistency_plan.md; docs/phase33_seed42_pilot_readiness_review_findings.md; docs/phase33_seed42_pilot_readiness_review_plan.md; docs/phase34_pilot_threshold_formalization_findings.md,csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
